Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs,biom above dm [g/m**2],biom below dm [g/m**2],biom tot dm [g/m**2],shoot dens [#/m**2],coverage [%], leaf dens [#/m**2],production above dm [g/m**2/day],production below dm [g/m**2/day],production total dm [g/m**2/day],shoot production dm [g/m**2/day],leaf production dm [g/m**2/day]
-16.40548,123.1352,Tropical Indo Pacific,Coastal,Thalassia,2015,59.01,387.99,447,482.14,,,,,,,1.506
-16.39886,123.2099,Tropical Indo Pacific,Coastal,Thalassia,2015,30.58,385.89,416.5,1417.86,,,,,,,0.857
-16.39886,123.2099,Tropical Indo Pacific,Coastal,Thalassia,2015,123.2,1531.12,1654.3,1775,,,,,,,1.263
-16.40441,123.22266,Tropical Indo Pacific,Coastal,Thalassia,2015,32.37,292.53,324.9,1028.57,,,,,,,1.863
-16.40441,123.22266,Tropical Indo Pacific,Coastal,Thalassia,2015,54.86,759.34,814.2,1510.71,,,,,,,3.383
-16.41333,123.16991,Tropical Indo Pacific,Coastal,Thalassia,2015,15.29,112.03,127.3,457.14,,,,,,,0.428
-16.41333,123.16991,Tropical Indo Pacific,Coastal,Thalassia,2015,107.01,697.1,804.1,1307.14,,,,,,,1.488
-16.40548,123.1352,Tropical Indo Pacific,Coastal,Enhalus,2015,105.13,575.76,680.9,235.87,,,,,,,
-16.40548,123.1352,Tropical Indo Pacific,Coastal,Enhalus,2015,2.44,30.3,32.7,127.76,,,,,,,
-16.40548,123.1352,Tropical Indo Pacific,Coastal,Enhalus,2015,138.48,1212.63,1351.1,236.22,,,,,,,1.901
-16.39886,123.2099,Tropical Indo Pacific,Coastal,Enhalus,2015,94.08,341.05,435.1,,,,,,,,0.305
-16.39886,123.2099,Tropical Indo Pacific,Coastal,Enhalus,2015,46.51,366.32,412.8,114.17,,,,,,,1.009
-16.42441,123.19621,Tropical Indo Pacific,Coastal,Enhalus,2015,61.31,341.05,402.4,98.43,,,,,,,0.845
-16.42441,123.19621,Tropical Indo Pacific,Coastal,Enhalus,2015,118.39,713.68,832.1,263.78,,,,,,,2.089
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,1982,,,,585.01,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Amphibolis,1983,,,,716.67,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Amphibolis,2011,,,,593.08,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Amphibolis,2011,,,,394.44,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2011,,,,286.51,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2011,,,,257.14,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Amphibolis,2013,,,,262.12,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2014,,,,200.74,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Amphibolis,2016,,,,229.5,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2016,,,,223.73,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2016,,,,754,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2016,,,,343.11,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2017,,,,730.31,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2018,,,,651.2,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2018,,,,654.8,,,,,,,
-25.45,113.45,Tropical Indo Pacific,Coastal,Posidonia,2018,,,,768.25,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2015,,,,36,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2015,,,,86,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2015,,,,203.3,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2016,,,,32,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2016,,,,76.8,,,,,,,
49.662,-124.949,Temperate North Atlantic,Estuarine,Zostera,2016,,,,180.3,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,,1327,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,,827,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,,760,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,98.7,,261,2788,,,,,,3.5,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,47,779,,,,,,8.6,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,7.3,,62,683,,,,,,2.7,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,114.8,,275,2058,,,,,,4.6,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,91,1135,,,,,,1.9,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,8.1,,47,538,,,,,,2.5,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,162.1,,321,1981,,,,,,4.7,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,197.9,,365,1817,,,,,,2,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,91,865,,,,,,2.5,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,118,904,,,,,,3.6,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,30.3,,65,779,,,,,,2,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,49.5,,,1010,,,,,,3.6,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,256.2,,465,1346,,,,,,4.6,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,,,148,1462,,,,,,2,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,57.1,,103,1308,,,,,,1.8,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,173.9,,321,1067,,,,,,2.9,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,35,,128,913,,,,,,1.1,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,119.4,,129,837,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,22,,253,913,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,70.2,,169,1019,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1980,22,,86,519,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,57.6,,119,1673,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,22.3,,56,1010,,,,,,,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,166.5,,288,3702,,,,,,9.1,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,21.6,,46,1154,,,,,,1.5,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,181,,306,3269,,,,,,7.4,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,202.4,,350,3096,,,,,,10.3,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,32.4,,63,856,,,,,,2,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,84.4,,151,1625,,,,,,4.5,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,226,,,,,,,,,8,
45.4,-123.953,Tropical Atlantic,Estuarine,Zostera,1981,60,,,,,,,,,2.5,
24.957,-80.707,Tropical Atlantic,Coastal,Thalassia,1984,431,,,,,,,,,,
24.957,-80.707,Tropical Atlantic,Coastal,Thalassia,1984,353,768,,,,,,,,,
34.689,-76.597,Tropical Atlantic,Estuarine,Zostera,1984,,165,,,,,,,,,
-13.791,136.628,Tropical Indo Pacific,Estuarine,Cymodocea,1988,173.7,,,641.9,,,,,,,
-13.816,136.547,Tropical Indo Pacific,Estuarine,Cymodocea,1988,86.5,,,523.1,,,,,,,
-13.825,136.447,Tropical Indo Pacific,Estuarine,Cymodocea,1988,1.4,,,9.5,,,,,,,
-13.791,136.628,Tropical Indo Pacific,Estuarine,Enhalus,1988,35.2,,,17.7,,,,,,,
-13.816,136.547,Tropical Indo Pacific,Estuarine,Enhalus,1988,7.2,,,3.9,,,,,,,
-13.825,136.447,Tropical Indo Pacific,Estuarine,Enhalus,1988,46.6,,,23.2,,,,,,,
-13.791,136.628,Tropical Indo Pacific,Estuarine,Syringodium,1988,,,,,,,,,,,
-13.816,136.547,Tropical Indo Pacific,Estuarine,Syringodium,1988,50.1,,,2548.7,,,,,,,
-13.825,136.447,Tropical Indo Pacific,Estuarine,Syringodium,1988,,,,,,,,,,,
-31.984977,115.836998,Temperate Southern,Estuarine,Halophila,2005,780,850,1630,,,,,,,,29.93
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.025
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.024
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.019
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.03
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.012
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.013
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.011
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.007
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.003
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.007
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2002,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.005
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.009
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.008
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.02
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.012
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.016
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.02
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.022
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.012
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.013
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.015
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.005
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.008
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.004
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.007
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.005
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.004
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2003,,,,,,,,,,,0.008
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2004,,,,,,,,,,,0.006
35.087,128.535,Temperate North Pacific,Estuarine,Zostera,2004,,,,,,,,,,,0.004
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,12.6,12.4,25.3,,,,2.011,2.72,4.757,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,14.59,17.53,32.42,,,,2.312,2.356,4.688,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,12.36,15.24,28,,,,1.804,2.29,4.116,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,13.23,21.97,35.6,,,,1.949,2.402,4.375,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,13.93,21.34,35.74,,,,0.792,0.907,1.727,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,11.26,17.83,29.63,,,,0.647,1.255,1.931,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,11.7,19.16,31.08,,,,,,,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2008,10.46,15.54,26.24,,,,,,,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,6.14,14.63,21.09,,,,0.178,0.232,0.442,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,3.91,12.41,16.31,,,,,,,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,3.55,10.76,14.34,,,,0.131,0.219,0.371,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,5.86,15.31,21.48,,,,,,,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,8.48,10.79,19.28,,,,0.181,0.274,0.466,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,9.74,14.3,24.15,,,,1.443,1.489,2.929,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,10.33,12.07,22.43,,,,2.689,3.105,5.818,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,15.76,15.58,31.55,,,,2.86,2.779,5.651,,
34.48,127.81,Temperate North Pacific,Coastal,Halophila,2009,13.34,15.58,29.06,,,,1.741,1.757,3.519,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,126.34,57.34,173.45,465.31,,,,,,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,188.17,59.07,242.18,704.08,,,,,,,1.957
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,268.82,68.34,327.27,557.14,,,,,,,4.766
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,139.78,19.69,147.27,257.14,,,,,,,3.447
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,443.55,67.76,510.55,330.61,,,,,,,6.426
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,475.81,88.03,559.64,251.02,,,,,,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,475.81,108.3,579.27,290.82,,,,,,,11.872
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,198.92,60.81,261.82,370.41,,,,,,,4.34
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,158.6,70.66,225.82,367.35,,,,,,,2.681
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,163.98,70.08,229.09,238.78,,,,,,,2.936
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,155.91,62.55,219.27,269.39,,,,,,,1.319
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,126.34,30.69,153.82,416.33,,,,,,,2.085
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,139.78,31.85,163.64,391.84,,,,,,,1.83
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,239.25,77.61,307.64,645.92,,,,,,,1.021
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,274.19,86.29,343.64,823.47,,,,,,,1.957
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,317.2,78.76,386.18,502.04,,,,,,,2.766
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,373.66,70.08,448.36,290.82,,,,,,,11.745
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,494.62,89.77,579.27,229.59,,,,,,,10
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,432.8,75.29,500.73,150,,,,,,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,250,57.92,297.82,192.86,,,,,,,6.681
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,169.35,56.76,219.27,134.69,,,,,,,5.574
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2003,129.03,75.29,206.18,143.88,,,,,,,3.787
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,139.78,44.59,176.73,232.65,,,,,,,2.085
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,225.81,60.81,284.73,370.41,,,,,,,1.915
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,45.7,15.06,58.91,272.45,,,,,,,3.362
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,129.03,29.54,147.27,223.47,,,,,,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,137.1,42.86,183.27,162.24,,,,,,,1.447
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,94.09,22.59,104.73,137.76,,,,,,,
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,107.53,26.64,117.82,174.49,,,,,,,2.34
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,51.08,14.48,68.73,165.31,,,,,,,1.83
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,67.2,19.69,81.82,146.94,,,,,,,1.319
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,29.57,13.32,45.82,64.29,,,,,,,0.553
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,37.63,16.22,55.64,192.86,,,,,,,1.234
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,32.26,15.64,39.27,254.08,,,,,,,0.468
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,34.95,15.64,49.09,348.98,,,,,,,0.298
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,34.95,12.16,36,251.02,,,,,,,0.425
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,67.2,24.9,101.45,502.04,,,,,,,0.468
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,206.99,41.12,232.36,410.2,,,,,,,3.064
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,172.04,34.75,209.45,241.84,,,,,,,4.34
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,322.58,48.65,369.82,226.53,,,,,,,5.191
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,252.69,67.76,314.18,195.92,,,,,,,4.851
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,110.22,59.07,176.73,192.86,,,,,,,1.872
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,48.39,23.17,68.73,110.2,,,,,,,1.192
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,51.08,34.17,81.82,107.14,,,,,,,1.064
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,18.82,6.95,22.91,52.04,,,,,,,0.425
34.923,127.788,Temperate North Pacific,Estuarine,Zostera,2004,53.76,19.69,58.91,220.41,,,,,,,0.681
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,234.48,252.56,487.04,1822.03,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,130.62,194.43,325.05,1313.56,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,125.27,130.29,255.56,1271.19,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,221.51,166.27,387.78,852.11,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,338.71,134.91,473.62,711.27,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,182.8,85.21,268,654.93,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,179.14,102.73,281.87,862.32,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,165.53,93.28,258.81,992.75,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,109.98,57.98,167.96,797.1,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2003,116.78,69.96,186.74,847.83,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,183.98,88.54,272.52,1490.51,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,169.91,151.59,321.51,1836.04,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,142.86,87.26,230.12,1280.49,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,159.09,87.26,246.35,1449.86,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,62.4,60.4,128.6,4760.48,,,,,,,1.905
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,85.3,69,156.2,4820.36,,,,,,,1.858
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,81.4,59.5,141.5,4491.02,,,,,,,1.029
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,35.71,39.55,75.27,4341.3,,,,,,,0.266
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,55.88,49.61,105.49,4101.8,,,,,,,0.166
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,27.73,28.83,56.56,3892.2,,,,,,,0.139
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,102.94,44.58,147.52,4000,,,,,,,1.593
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,89.08,51.96,141.03,4558.8,,,,,,,1.726
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2004,54.62,55.31,109.93,4029.4,,,,,,,1.752
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,49,49.2,95.5,4161.68,,,,,,,0.863
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,48,80.2,130.5,5329.34,,,,,,,0.717
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,102.4,76.8,183.8,8413.17,,,,,,,1.4
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,103.4,79.4,181.9,7035.93,,,,,,,1.062
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,100.5,88,185.6,4940.12,,,,,,,2.018
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,116.8,75.9,194.8,5778.44,,,,,,,2.588
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,77.7,66.4,137.8,3802.4,,,,,,,1.839
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,50.9,68.2,123.1,3143.71,,,,,,,2.15
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,28.57,41.56,70.14,3802.4,,,,,,,0.139
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,36.97,41.23,78.2,4640.7,,,,,,,0.066
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,34.87,38.55,73.42,3892.2,,,,,,,0.246
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,37.39,48.27,85.66,3682.6,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,23.11,60.67,83.78,2784.4,,,,,,,0.411
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,20.17,44.25,64.41,2275.4,,,,,,,0.226
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,36.55,43.91,80.47,3024,,,,,,,0.219
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,23.95,44.25,68.2,2994,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,50,46.93,96.93,4205.9,,,,,,,1.228
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,43.28,44.25,87.52,4382.4,,,,,,,0.949
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,50,65.03,115.03,5500,,,,,,,0.962
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,93.7,54.3,148,4500,,,,,,,1.739
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,84.45,63.35,147.81,3117.6,,,,,,,1.633
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,79.83,57.99,137.82,3117.6,,,,,,,1.799
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,78.99,54.97,133.96,2941.2,,,,,,,0.478
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2005,39.08,63.35,102.43,2764.7,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,28,51.7,80.8,2455.09,,,,,,,1.016
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,31.8,41.4,71.7,2365.27,,,,,,,0.624
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,70,80.3,145.2,4341.32,,,,,,,0.339
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,15.55,36.54,52.08,2694.6,,,,,,,0.06
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,14.71,23.46,38.17,2245.5,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,13.03,17.43,30.46,2215.6,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,27.31,51.62,78.93,2441.2,,,,,,,0.392
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,28.15,37.88,66.03,2617.6,,,,,,,
34.807,128.581,Temperate North Pacific,Coastal,Zostera,2006,72.27,62.01,134.28,3617.6,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2012,12,18,30,4049,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2012,19,29,48,4092,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2012,14,12,26,3495,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2012,180,97,277,473,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2012,99,58,157,306,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2012,34,22,56,268,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2013,6,9,15,2609,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2013,21,23,44,3219,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2013,420,69,489,533,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2013,220,74,294,375,,,,,,,
34.728,128.035,Temperate North Pacific,Coastal,Halophila,2014,4,10,14,1525,,,,,,,
34.728,128.036,Temperate North Pacific,Coastal,Zostera,2014,147,33,180,337,,,,,,,
34.8,128.583,Tropical Indo Pacific,Coastal,Zostera,2010,102,27,128,,,,,,,,
34.8,128.583,Tropical Indo Pacific,Coastal,Zostera,2010,92,32,127,,,,,,,,
34.8,128.583,Tropical Indo Pacific,Coastal,Zostera,2010,60,35,95,,,,,,,,
34.8,128.583,Tropical Indo Pacific,Coastal,Zostera,2010,65,49,114,,,,,,,,
34.8,128.583,Tropical Indo Pacific,Coastal,Zostera,2010,61,55,117,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1977,2.08,4.01,6.09,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1977,3.69,7.42,11.11,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1978,0.88,1.32,2.2,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1978,1.95,2.02,3.97,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1978,2.81,3.78,6.59,,,,,,,,
55.993,8.194,Temperate North Atlantic,Estuarine,Ruppia,1978,2.15,3.64,5.79,,,,,,,,
